ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
96150,31.4%,$,"4 ,783,124,758",44.9%,$,"3 ,640,070,509",30.7%,$,"2 ,512,784,011",56.0%,$,"1 ,922,491,089",$,"1 ,232,468,649"
93210,-9.5%,$,"1 7,539,721",63.2%,$,"1 9,376,400",23.2%,$,"1 1,872,002",0.5%,$,"9 ,638,137",$,"9 ,587,546"
93234,-24.1%,$,"4 62,787",8.2%,$,"6 09,996",-59.2%,$,"5 63,660",-27.0%,$,"1 ,380,735",$,"1 ,892,409"
93242,212.9%,$,"8 43,300",0.0%,$,"2 69,500",-100.0%,$,-,6.2%,$,"2 74,793",$,"2 58,750"
93602,15.8%,$,"3 68,509,825",10.1%,$,"3 18,334,478",17.4%,$,"2 89,076,560",6.2%,$,"2 46,243,349",$,"2 31,792,677"
93606,0.0%,$,"6 ,397,451",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93608,-69.6%,$,"2 20,470",96.0%,$,"7 25,746",101.3%,$,"3 70,225",-48.7%,$,"1 83,930",$,"3 58,594"
93609,75.3%,$,"5 ,668,652",-11.6%,$,"3 ,233,133",37.3%,$,"3 ,656,271",14.6%,$,"2 ,663,053",$,"2 ,323,428"
93611,166.4%,$,"1 3,282,394",58.0%,$,"4 ,985,344",35.1%,$,"3 ,155,149",7.5%,$,"2 ,335,115",$,"2 ,171,682"
93612,156.9%,$,"1 3,542,893",158.6%,$,"5 ,270,772",63.6%,$,"2 ,037,839",73.8%,$,"1 ,245,637",$,"7 16,613"
93616,193.9%,$,"1 ,702,673",-42.1%,$,"5 79,245",0.0%,$,"1 ,000,500",0.0%,$,-,$,-
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year o,ver Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
93619,57.8%,$,"2 97,707,393",78.5%,$,"1 88,709,832",139.7%,$,"1 05,699,293",33.6%,$,"4 4,103,870",$,"3 3,012,895"
93621,12.1%,$,"1 9,001,886",57.0%,$,"1 6,946,900",3.6%,$,"1 0,793,205",82.3%,$,"1 0,420,645",$,"5 ,717,135"
93622,196.8%,$,"2 5,520,448",157.7%,$,"8 ,598,989",106.7%,$,"3 ,336,379",2.4%,$,"1 ,614,419",$,"1 ,575,902"
93624,0.0%,$,"5 74,011",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93625,663.1%,$,"3 ,316,477",-70.2%,$,"4 34,607",138.5%,$,"1 ,458,606",71.1%,$,"6 11,550",$,"3 57,500"
93626,80.1%,$,"1 51,212,928",39.2%,$,"8 3,979,013",84.8%,$,"6 0,337,143",45.4%,$,"3 2,654,172",$,"2 2,460,782"
93627,0.0%,$,-,0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93628,13.6%,$,"7 8,455,863",50.0%,$,"6 9,081,171",47.6%,$,"4 6,062,421",33.5%,$,"3 1,211,809",$,"2 3,382,599"
93630,6.9%,$,"1 3,808,961",23.7%,$,"1 2,922,416",252.3%,$,"1 0,449,590",271.1%,$,"2 ,966,394",$,"7 99,408"
93631,25.9%,$,"3 ,534,515",20.7%,$,"2 ,806,315",-43.3%,$,"2 ,325,478",190.3%,$,"4 ,099,430",$,"1 ,412,179"
93633,13.2%,$,"4 2,445,244",20.1%,$,"3 7,491,833",86.4%,$,"3 1,221,214",32.2%,$,"1 6,753,276",$,"1 2,669,084"
93634,13.8%,$,"8 9,238,449",3.9%,$,"7 8,433,396",0.0%,$,"7 5,490,073",0.0%,$,-,$,-
93640,961.7%,$,"3 0,788,578",101.9%,$,"2 ,899,963",-32.5%,$,"1 ,436,607",64.8%,$,"2 ,128,495",$,"1 ,291,323"
93641,3.2%,$,"3 0,793,684",39.7%,$,"2 9,841,879",27.6%,$,"2 1,356,240",44.3%,$,"1 6,733,901",$,"1 1,596,562"
93646,29.8%,$,"4 ,613,258",-21.3%,$,"3 ,555,252",50.1%,$,"4 ,517,538",9.4%,$,"3 ,010,109",$,"2 ,750,584"
93648,0.0%,$,"1 ,225,750",0.0%,$,-,0.0%,$,-,-100.0%,$,-,$,"3 41,900"
93650,937.6%,$,"5 ,774,142",-15.4%,$,"5 56,503",34.9%,$,"6 57,526",-54.8%,$,"4 87,293",$,"1 ,078,044"
93651,49.6%,$,"1 32,872,081",44.6%,$,"8 8,814,845",13.0%,$,"6 1,426,667",38.9%,$,"5 4,358,093",$,"3 9,125,958"
93652,0.0%,$,-,-100.0%,$,-,6.0%,$,"8 4,788",5.0%,$,"7 9,980",$,"7 6,200"
93654,113.7%,$,"2 2,306,212",25.1%,$,"1 0,437,870",98.6%,$,"8 ,340,311",20.1%,$,"4 ,200,176",$,"3 ,496,995"
93656,69.0%,$,"4 ,894,568",17.6%,$,"2 ,896,671",-12.8%,$,"2 ,464,156",16.5%,$,"2 ,827,007",$,"2 ,426,595"
93657,53.3%,$,"6 1,103,327",75.7%,$,"3 9,868,595",64.0%,$,"2 2,694,808",65.9%,$,"1 3,841,588",$,"8 ,344,903"
93660,63.4%,$,"2 ,471,473",881.5%,$,"1 ,512,166",8.8%,$,"1 54,072",7.2%,$,"1 41,610",$,"1 32,099"
93662,201.6%,$,"9 ,961,546",29.9%,$,"3 ,302,355",32.3%,$,"2 ,542,663",1.5%,$,"1 ,921,502",$,"1 ,893,501"
93664,11.6%,$,"1 ,413,429,431",13.0%,$,"1 ,266,299,010",5.8%,$,"1 ,120,349,435",31.3%,$,"1 ,058,521,786",$,"8 06,399,204"
93667,7.1%,$,"1 65,135,447",33.1%,$,"1 54,232,263",42.6%,$,"1 15,889,930",44.2%,$,"8 1,275,636",$,"5 6,366,776"
93668,178.6%,$,"5 70,200",0.0%,$,"2 04,700",0.0%,$,"2 04,700",0.0%,$,"2 04,700",$,"2 04,700"
93675,25.6%,$,"1 69,469,026",78.4%,$,"1 34,917,749",166.1%,$,"7 5,629,709",122.1%,$,"2 8,417,403",$,"1 2,794,792"
93701,112.9%,$,"1 7,674,164",30.7%,$,"8 ,301,007",13.9%,$,"6 ,350,683",6.7%,$,"5 ,574,441",$,"5 ,223,775"
93702,71.6%,$,"4 0,929,377",32.4%,$,"2 3,852,741",24.9%,$,"1 8,022,269",-4.6%,$,"1 4,434,619",$,"1 5,135,205"
93703,184.1%,$,"2 1,604,439",11.0%,$,"7 ,605,666",98.3%,$,"6 ,854,773",-24.6%,$,"3 ,456,983",$,"4 ,583,166"
93704,173.1%,$,"1 4,870,003",-4.7%,$,"5 ,444,545",-4.8%,$,"5 ,715,577",43.3%,$,"6 ,002,648",$,"4 ,188,214"
93705,321.9%,$,"1 4,339,363",29.9%,$,"3 ,398,566",-19.5%,$,"2 ,617,206",10.7%,$,"3 ,252,066",$,"2 ,937,144"
93706,107.2%,$,"5 1,334,156",46.0%,$,"2 4,771,051",51.0%,$,"1 6,971,414",-9.3%,$,"1 1,240,618",$,"1 2,387,464"
93710,536.6%,$,"1 6,728,103",283.2%,$,"2 ,627,582",-27.4%,$,"6 85,765",-2.5%,$,"9 44,233",$,"9 68,466"
93711,314.1%,$,"4 1,653,130",17.4%,$,"1 0,059,227",101.8%,$,"8 ,571,096",42.1%,$,"4 ,246,808",$,"2 ,989,203"
93720,544.8%,$,"1 7,645,631",1493.5%,$,"2 ,736,750",-84.2%,$,"1 71,748",-22.9%,$,"1 ,086,030",$,"1 ,408,349"
93721,266.8%,$,"4 3,618,838",63.8%,$,"1 1,890,668",636.1%,$,"7 ,257,509",5.4%,$,"9 85,940",$,"9 35,056"
93722,85.8%,$,"4 4,454,376",186.5%,$,"2 3,929,196",22.0%,$,"8 ,351,188",1.9%,$,"6 ,844,851",$,"6 ,718,289"
93723,-28.4%,$,"6 ,713,663",229.2%,$,"9 ,382,261",-23.9%,$,"2 ,849,829",19.8%,$,"3 ,746,877",$,"3 ,127,590"
93725,26.4%,$,"2 9,255,879",45.1%,$,"2 3,142,039",66.9%,$,"1 5,947,661",27.3%,$,"9 ,552,783",$,"7 ,502,866"
93726,185.6%,$,"3 3,469,196",157.3%,$,"1 1,717,744",8.6%,$,"4 ,554,060",74.9%,$,"4 ,193,591",$,"2 ,397,913"
93727,380.8%,$,"4 5,164,404",57.9%,$,"9 ,393,016",23.3%,$,"5 ,950,094",21.4%,$,"4 ,823,840",$,"3 ,973,378"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year o,ver Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
93728,144.6%,$,"2 7,429,044",-19.8%,$,"1 1,214,336",20.3%,$,"1 3,977,642",55.6%,$,"1 1,615,996",$,"7 ,464,602"
93730,1529.3%,$,"6 ,808,766",-56.4%,$,"4 17,885",7.8%,$,"9 58,549",-39.4%,$,"8 88,836",$,"1 ,465,625"
93737,755.5%,$,"2 7,609,298",2.8%,$,"3 ,227,239",25.4%,$,"3 ,139,535",365.8%,$,"2 ,504,540",$,"5 37,690"
95920,-100.0%,$,-,0.0%,$,"2 21,000",0.0%,$,-,0.0%,$,-,$,-
95939,15.1%,$,"8 ,158,989",-14.2%,$,"7 ,088,456",241.5%,$,"8 ,263,088",184.5%,$,"2 ,419,337",$,"8 50,440"
95951,94.2%,$,"1 ,587,205",0.0%,$,"8 17,250",0.0%,$,-,0.0%,$,-,$,-
95963,44.7%,$,"1 3,931,870",45.2%,$,"9 ,626,134",51.1%,$,"6 ,629,271",-2.5%,$,"4 ,387,299",$,"4 ,501,090"
95988,4.6%,$,"2 ,700,325",185.2%,$,"2 ,581,567",31.4%,$,"9 05,194",-45.5%,$,"6 88,630",$,"1 ,263,310"
95501,219.7%,$,"6 0,943,802",453.1%,$,"1 9,063,118",-29.8%,$,"3 ,446,578",32.1%,$,"4 ,912,608",$,"3 ,718,587"
95503,121.5%,$,"1 28,734,351",88.5%,$,"5 8,117,440",116.5%,$,"3 0,832,922",41.9%,$,"1 4,240,856",$,"1 0,036,239"
95511,-5.6%,$,"6 ,276,014",-32.6%,$,"6 ,646,046",37.6%,$,"9 ,858,139",34.7%,$,"7 ,163,733",$,"5 ,317,569"
95514,-26.6%,$,"8 ,437,245",6.3%,$,"1 1,491,674",167.0%,$,"1 0,809,013",0.5%,$,"4 ,047,984",$,"4 ,027,601"
95519,134.5%,$,"1 09,462,940",176.5%,$,"4 6,689,059",116.4%,$,"1 6,883,789",101.1%,$,"7 ,801,927",$,"3 ,879,450"
95521,132.7%,$,"1 17,404,276",88.3%,$,"5 0,460,203",31.3%,$,"2 6,803,964",105.8%,$,"2 0,420,644",$,"9 ,924,857"
95524,141.3%,$,"2 7,239,297",99.8%,$,"1 1,290,475",180.3%,$,"5 ,649,963",49.8%,$,"2 ,015,398",$,"1 ,345,251"
95525,53.5%,$,"2 8,916,978",16.4%,$,"1 8,842,439",74.0%,$,"1 6,183,840",-8.2%,$,"9 ,303,015",$,"1 0,133,325"
95528,75.4%,$,"2 4,027,974",20.1%,$,"1 3,701,870",79.9%,$,"1 1,408,029",76.8%,$,"6 ,339,562",$,"3 ,586,674"
95536,96.0%,$,"2 3,112,364",-7.3%,$,"1 1,793,385",58.5%,$,"1 2,721,754",78.6%,$,"8 ,024,795",$,"4 ,492,988"
95540,131.3%,$,"6 4,311,904",92.1%,$,"2 7,804,406",20.7%,$,"1 4,472,248",122.0%,$,"1 1,993,061",$,"5 ,402,073"
95542,22.9%,$,"1 96,116,909",16.6%,$,"1 59,511,971",2.6%,$,"1 36,752,171",27.5%,$,"1 33,333,946",$,"1 04,568,384"
95546,23.2%,$,"1 4,463,063",34.6%,$,"1 1,740,380",188.3%,$,"8 ,723,617",85.5%,$,"3 ,025,709",$,"1 ,631,285"
95547,1022.3%,$,"6 ,431,064",-68.6%,$,"5 73,000",90.9%,$,"1 ,825,812",0.0%,$,"9 56,250",$,-
95549,59.1%,$,"3 9,649,549",41.9%,$,"2 4,917,772",118.7%,$,"1 7,555,146",49.6%,$,"8 ,026,842",$,"5 ,367,262"
95550,3.9%,$,"1 6,442,323",11.8%,$,"1 5,825,711",62.1%,$,"1 4,150,881",-14.0%,$,"8 ,728,875",$,"1 0,149,240"
95551,64.1%,$,"1 3,982,499",207.4%,$,"8 ,518,814",43.5%,$,"2 ,771,306",0.0%,$,"1 ,930,660",$,-
95554,27.1%,$,"7 7,625,984",9.4%,$,"6 1,093,864",11.5%,$,"5 5,844,113",24.3%,$,"5 0,086,236",$,"4 0,284,112"
95555,96.3%,$,"7 ,844,326",-7.5%,$,"3 ,996,996",227.3%,$,"4 ,321,681",34.2%,$,"1 ,320,332",$,"9 84,174"
95556,-8.4%,$,"2 2,529,996",37.9%,$,"2 4,604,537",56.1%,$,"1 7,842,564",6.3%,$,"1 1,427,457",$,"1 0,754,879"
95558,12.0%,$,"2 2,078,395",22.5%,$,"1 9,716,114",17.6%,$,"1 6,092,618",62.5%,$,"1 3,687,985",$,"8 ,423,408"
95560,3.6%,$,"7 7,427,558",19.5%,$,"7 4,741,908",42.3%,$,"6 2,535,255",43.0%,$,"4 3,952,443",$,"3 0,727,654"
95562,252.7%,$,"2 3,261,364",62.9%,$,"6 ,594,560",76.4%,$,"4 ,047,580",101.0%,$,"2 ,294,966",$,"1 ,141,800"
95564,220.4%,$,"2 ,765,278",0.0%,$,"8 63,100",0.0%,$,-,0.0%,$,-,$,-
95565,82.9%,$,"1 6,061,732",62.1%,$,"8 ,779,581",1111.0%,$,"5 ,415,909",4.2%,$,"4 47,211",$,"4 29,334"
95569,-16.3%,$,"7 ,883,383",45.8%,$,"9 ,414,454",85.6%,$,"6 ,458,128",26.8%,$,"3 ,479,446",$,"2 ,744,105"
95570,79.3%,$,"5 6,847,537",138.0%,$,"3 1,713,105",150.1%,$,"1 3,323,757",48.1%,$,"5 ,328,090",$,"3 ,596,597"
95573,35.4%,$,"1 42,631,750",45.1%,$,"1 05,307,059",16.3%,$,"7 2,560,196",81.5%,$,"6 2,373,927",$,"3 4,362,266"
95589,38.3%,$,"1 00,765,798",52.6%,$,"7 2,847,427",-0.9%,$,"4 7,749,726",35.8%,$,"4 8,173,919",$,"3 5,475,043"
92227,176.2%,$,"4 1,546,185",38.4%,$,"1 5,042,355",17.0%,$,"1 0,870,424",53.2%,$,"9 ,287,310",$,"6 ,060,599"
92231,84.8%,$,"6 0,057,458",32.5%,$,"3 2,504,243",9.2%,$,"2 4,524,481",-7.7%,$,"2 2,453,924",$,"2 4,338,012"
92233,153.9%,$,"4 ,112,403",9.9%,$,"1 ,619,908",344.5%,$,"1 ,473,391",-41.4%,$,"3 31,466",$,"5 65,953"
92243,94.1%,$,"8 8,286,982",42.7%,$,"4 5,496,829",27.3%,$,"3 1,885,049",16.7%,$,"2 5,056,204",$,"2 1,461,451"
92249,89.9%,$,"4 ,063,533",322.6%,$,"2 ,139,606",-39.8%,$,"5 06,296",-33.8%,$,"8 40,812",$,"1 ,271,006"
92250,139.0%,$,"8 ,882,862",62.3%,$,"3 ,715,941",-61.8%,$,"2 ,289,329",258.2%,$,"5 ,989,087",$,"1 ,672,222"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
92251,132.4%,$,"1 7,380,886",14.3%,$,"7 ,478,820",-6.2%,$,"6 ,545,262",12.1%,$,"6 ,976,042",$,"6 ,221,921"
92257,88.4%,$,"4 ,256,883",164.6%,$,"2 ,259,706",5.6%,$,"8 54,105",3.7%,$,"8 09,127",$,"7 80,468"
92259,6.3%,$,"3 89,574",-54.7%,$,"3 66,643",4.8%,$,"8 09,680",4.2%,$,"7 72,239",$,"7 41,243"
92266,0.0%,$,"1 ,244,730",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
92273,0.0%,$,"3 ,775,682",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
92275,0.0%,$,"5 69,611",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
92281,49.7%,$,"1 ,589,527",74.4%,$,"1 ,061,803",9.9%,$,"6 08,862",5.9%,$,"5 54,086",$,"5 23,133"
92283,58.5%,$,"3 ,449,202",50.6%,$,"2 ,175,970",4.7%,$,"1 ,444,843",-9.3%,$,"1 ,379,714",$,"1 ,521,151"
92389,0.0%,$,"4 22,750",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93513,143.1%,$,"9 ,808,245",773.3%,$,"4 ,034,563",-6.6%,$,"4 61,998",-37.3%,$,"4 94,540",$,"7 88,577"
93514,136.8%,$,"1 27,030,378",108.1%,$,"5 3,654,552",83.3%,$,"2 5,783,275",42.0%,$,"1 4,068,849",$,"9 ,910,997"
93526,134.4%,$,"2 ,753,700",-8.9%,$,"1 ,175,029",-31.6%,$,"1 ,289,267",155.4%,$,"1 ,885,723",$,"7 38,352"
93545,86.6%,$,"1 5,313,600",9.7%,$,"8 ,204,883",27.0%,$,"7 ,481,121",84.1%,$,"5 ,892,941",$,"3 ,200,714"
93549,0.0%,$,"1 ,697,700",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93203,199.5%,$,"3 1,963,895",69.1%,$,"1 0,673,151",26.4%,$,"6 ,309,882",54.7%,$,"4 ,991,036",$,"3 ,227,207"
93205,30.9%,$,"9 9,585,711",31.7%,$,"7 6,104,375",20.4%,$,"5 7,796,022",60.7%,$,"4 8,015,480",$,"2 9,883,542"
93206,187.7%,$,"5 ,720,218",70.6%,$,"1 ,988,200",180.2%,$,"1 ,165,430",-55.4%,$,"4 15,879",$,"9 32,443"
93215,121.8%,$,"3 4,147,564",65.2%,$,"1 5,399,076",-0.8%,$,"9 ,322,248",34.3%,$,"9 ,397,862",$,"6 ,997,946"
93222,23.6%,$,"5 27,116,456",14.9%,$,"4 26,612,440",15.2%,$,"3 71,207,823",28.3%,$,"3 22,367,223",$,"2 51,174,697"
93224,6.2%,$,"8 26,772",0.0%,$,"7 78,500",0.0%,$,-,0.0%,$,-,$,-
93225,45.5%,$,"3 94,077,485",26.2%,$,"2 70,764,131",55.3%,$,"2 14,582,294",44.0%,$,"1 38,128,545",$,"9 5,926,219"
93226,18.8%,$,"2 4,007,156",48.2%,$,"2 0,213,723",11.1%,$,"1 3,640,805",74.1%,$,"1 2,279,260",$,"7 ,054,078"
93238,79.0%,$,"1 72,112,166",65.9%,$,"9 6,156,507",85.2%,$,"5 7,947,204",64.5%,$,"3 1,290,585",$,"1 9,019,896"
93240,129.6%,$,"2 84,203,743",86.9%,$,"1 23,806,101",43.2%,$,"6 6,229,953",77.4%,$,"4 6,235,408",$,"2 6,057,579"
93241,215.1%,$,"1 1,439,115",2.0%,$,"3 ,630,866",13.0%,$,"3 ,558,542",8.5%,$,"3 ,149,106",$,"2 ,903,172"
93243,34.2%,$,"9 0,940,029",97.8%,$,"6 7,768,907",60.8%,$,"3 4,266,464",25.3%,$,"2 1,305,658",$,"1 7,005,800"
93249,140.7%,$,"1 ,888,318",141.7%,$,"7 84,350",-46.2%,$,"3 24,486",103.8%,$,"6 02,589",$,"2 95,700"
93250,318.8%,$,"1 2,875,026",86.4%,$,"3 ,074,578",149.6%,$,"1 ,649,738",-84.5%,$,"6 61,025",$,"4 ,256,641"
93252,-31.9%,$,"1 1,301,948",121.3%,$,"1 6,587,300",27.6%,$,"7 ,496,555",69.9%,$,"5 ,873,045",$,"3 ,456,685"
93255,98.6%,$,"7 ,730,090",72.9%,$,"3 ,892,616",-17.0%,$,"2 ,250,902",291.1%,$,"2 ,712,647",$,"6 93,570"
93263,50.6%,$,"1 1,337,506",72.0%,$,"7 ,527,145",0.9%,$,"4 ,376,565",73.2%,$,"4 ,338,747",$,"2 ,504,360"
93268,249.4%,$,"3 7,387,123",21.2%,$,"1 0,700,882",15.1%,$,"8 ,829,459",-7.5%,$,"7 ,670,701",$,"8 ,291,068"
93276,-25.7%,$,"2 66,440",509.7%,$,"3 58,793",17.7%,$,"5 8,850",0.0%,$,"5 0,000",$,-
93280,47.7%,$,"1 0,202,007",322.8%,$,"6 ,908,224",4.2%,$,"1 ,634,036",16.6%,$,"1 ,567,603",$,"1 ,344,406"
93283,193.5%,$,"5 5,385,436",24.7%,$,"1 8,871,197",83.6%,$,"1 5,130,234",67.5%,$,"8 ,239,232",$,"4 ,917,520"
93285,13.3%,$,"2 52,649,227",16.1%,$,"2 23,061,409",22.9%,$,"1 92,203,886",28.3%,$,"1 56,434,931",$,"1 21,969,238"
93287,21.9%,$,"8 ,735,892",7.3%,$,"7 ,164,109",9.7%,$,"6 ,675,687",811.7%,$,"6 ,088,052",$,"6 67,761"
93301,77.2%,$,"3 8,190,674",106.8%,$,"2 1,551,311",27.2%,$,"1 0,420,383",-13.9%,$,"8 ,189,228",$,"9 ,510,232"
93304,107.3%,$,"1 07,255,835",63.9%,$,"5 1,741,282",-4.1%,$,"3 1,564,542",12.2%,$,"3 2,924,163",$,"2 9,352,083"
93305,156.9%,$,"1 05,136,948",30.9%,$,"4 0,930,539",2.4%,$,"3 1,268,351",11.7%,$,"3 0,534,307",$,"2 7,337,407"
93306,271.9%,$,"1 34,735,385",82.7%,$,"3 6,227,004",8.4%,$,"1 9,831,594",1.8%,$,"1 8,299,980",$,"1 7,983,475"
93307,104.8%,$,"1 58,000,310",43.3%,$,"7 7,147,818",-4.3%,$,"5 3,844,838",11.3%,$,"5 6,290,786",$,"5 0,580,701"
93308,172.5%,$,"1 44,577,512",151.6%,$,"5 3,055,305",14.0%,$,"2 1,085,106",8.2%,$,"1 8,498,639",$,"1 7,104,610"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
93309,360.2%,$,"6 7,855,409",69.1%,$,"1 4,746,201",-7.3%,$,"8 ,719,896",20.3%,$,"9 ,409,909",$,"7 ,820,395"
93311,283.2%,$,"2 9,418,237",108.7%,$,"7 ,677,567",16.8%,$,"3 ,678,401",60.0%,$,"3 ,148,712",$,"1 ,967,629"
93312,232.8%,$,"4 7,140,400",87.3%,$,"1 4,164,003",-1.2%,$,"7 ,563,323",116.3%,$,"7 ,652,048",$,"3 ,537,620"
93313,173.0%,$,"4 6,671,627",132.7%,$,"1 7,098,537",-4.0%,$,"7 ,349,400",42.5%,$,"7 ,656,195",$,"5 ,372,777"
93314,233.3%,$,"3 0,747,589",36.9%,$,"9 ,224,980",-18.4%,$,"6 ,740,369",97.4%,$,"8 ,260,908",$,"4 ,185,653"
93501,145.4%,$,"3 0,573,806",37.2%,$,"1 2,459,468",8.0%,$,"9 ,082,297",15.4%,$,"8 ,412,159",$,"7 ,286,785"
93505,271.1%,$,"4 5,425,347",130.5%,$,"1 2,241,803",10.9%,$,"5 ,310,111",-3.5%,$,"4 ,786,925",$,"4 ,958,490"
93516,1033.8%,$,"9 ,092,456",-76.0%,$,"8 01,912",142.8%,$,"3 ,342,243",13.0%,$,"1 ,376,446",$,"1 ,217,571"
93518,21.3%,$,"9 0,450,812",52.1%,$,"7 4,579,017",32.9%,$,"4 9,021,513",97.4%,$,"3 6,892,739",$,"1 8,693,821"
93523,190.3%,$,"5 ,937,461",119.7%,$,"2 ,045,411",23.1%,$,"9 31,213",-30.5%,$,"7 56,587",$,"1 ,088,682"
93527,96.2%,$,"2 0,385,881",12.5%,$,"1 0,392,831",42.8%,$,"9 ,240,258",16.7%,$,"6 ,468,621",$,"5 ,542,924"
93528,60.5%,$,"1 ,214,517",6.3%,$,"7 56,517",5.2%,$,"7 11,975",65.0%,$,"6 76,753",$,"4 10,259"
93531,49.6%,$,"1 02,103,145",15.6%,$,"6 8,268,731",-12.8%,$,"5 9,046,469",29.9%,$,"6 7,700,185",$,"5 2,111,623"
93555,359.8%,$,"7 2,067,836",112.8%,$,"1 5,675,353",-1.8%,$,"7 ,364,721",18.0%,$,"7 ,497,118",$,"6 ,351,390"
93560,227.9%,$,"4 6,366,287",35.5%,$,"1 4,140,951",66.1%,$,"1 0,434,748",1.0%,$,"6 ,283,032",$,"6 ,223,877"
93561,47.9%,$,"1 ,174,649,339",36.8%,$,"7 94,421,246",39.0%,$,"5 80,780,749",42.9%,$,"4 17,692,197",$,"2 92,318,399"
93202,-28.5%,$,"1 ,446,614",50.2%,$,"2 ,022,769",0.0%,$,"1 ,346,325",0.0%,$,-,$,-
93204,-29.8%,$,"2 ,232,667",695.8%,$,"3 ,182,446",5.2%,$,"3 99,917",4.9%,$,"3 80,035",$,"3 62,200"
93212,45.0%,$,"7 ,855,463",0.7%,$,"5 ,419,073",34.9%,$,"5 ,380,731",-11.8%,$,"3 ,987,429",$,"4 ,520,044"
93230,148.7%,$,"4 7,944,497",105.7%,$,"1 9,281,689",255.5%,$,"9 ,371,703",68.2%,$,"2 ,636,303",$,"1 ,567,174"
93239,84.3%,$,"7 49,460",-65.1%,$,"4 06,608",221.0%,$,"1 ,165,074",-58.8%,$,"3 62,966",$,"8 80,826"
93245,272.8%,$,"1 0,597,316",234.5%,$,"2 ,842,455",216.2%,$,"8 49,801",15.6%,$,"2 68,788",$,"2 32,500"
95422,104.1%,$,"2 96,546,761",86.0%,$,"1 45,294,396",54.5%,$,"7 8,134,837",103.7%,$,"5 0,582,830",$,"2 4,836,544"
95423,65.7%,$,"1 91,394,632",105.1%,$,"1 15,535,105",77.2%,$,"5 6,330,931",103.2%,$,"3 1,783,239",$,"1 5,643,661"
95426,40.0%,$,"3 11,510,823",48.4%,$,"2 22,552,024",130.9%,$,"1 49,948,517",33.6%,$,"6 4,937,351",$,"4 8,587,813"
95443,22.7%,$,"2 9,851,650",57.9%,$,"2 4,326,790",400.8%,$,"1 5,403,682",682.8%,$,"3 ,075,863",$,"3 92,923"
95451,22.4%,$,"9 65,206,975",43.2%,$,"7 88,272,874",23.7%,$,"5 50,532,332",42.1%,$,"4 45,001,825",$,"3 13,062,237"
95453,86.5%,$,"2 25,640,080",79.8%,$,"1 20,980,163",68.1%,$,"6 7,268,707",71.2%,$,"4 0,022,060",$,"2 3,382,510"
95457,26.5%,$,"3 06,589,450",63.7%,$,"2 42,356,896",48.1%,$,"1 48,053,498",68.7%,$,"9 9,984,341",$,"5 9,260,660"
